ADG_CODE,GOOD_NAME,BRAND,CATEGORY,text_input
6404,ԿՈՇԻԿ 2HP ZARA 22500 BLACK/36,Zara,Clothing,ԿՈՇԻԿ 2HP ZARA 22500 BLACK/36 [BRAND] Zara [CAT] Clothing
2403,Ծխախոտ Արարատ Special 84/5 4,Unknown,Other,Ծխախոտ Արարատ Special 84/5 4 [BRAND] Unknown [CAT] Other
7009,ՄԻՆՉԵՎ 2008թ MERCEDES BENZ SPRINTER -ի ԿՈՂԱՅԻՆ ԵՏԻՆ ՏԵՍԱՆԵԼԻՈՒԹՅԱՆ ՀԱՅԵԼԻ ROTWEISS 906 810 61 16 - 5 հատ ROTWEISS 906 810 60 16 - 5 հատ,Mercedes-Benz,Auto Parts,ՄԻՆՉԵՎ 2008թ MERCEDES BENZ SPRINTER -ի ԿՈՂԱՅԻՆ ԵՏԻՆ ՏԵՍԱՆԵԼԻՈՒԹՅԱՆ ՀԱՅԵԼԻ ROTWEISS 906 810 61 16 - 5 հատ ROTWEISS 906 810 60 16 - 5 հատ [BRAND] Mercedes-Benz [CAT] Auto Parts
8207,Հարթաչափ 100սմ մագնիսով 191458 Finder,Finder,Other,Հարթաչափ 100սմ մագնիսով 191458 Finder [BRAND] Finder [CAT] Other
6211,ԱՂՋԻԿՆԵՐԻ ՏՈՊԵՐ ՔԻՄԻԱԿԱՆ ԹԵԼԵՐԻՑ 24 ՀԱՏ ZARA,Zara,Other,ԱՂՋԻԿՆԵՐԻ ՏՈՊԵՐ ՔԻՄԻԱԿԱՆ ԹԵԼԵՐԻՑ 24 ՀԱՏ ZARA [BRAND] Zara [CAT] Other
3402,ԼՎԱՑՔԻ ՓՈՇԻ SAVEX 8ԿԳ -2400 ՀԱՏ,Savax,Household,ԼՎԱՑՔԻ ՓՈՇԻ SAVEX 8ԿԳ -2400 ՀԱՏ [BRAND] Savax [CAT] Household
1905,Բիսկվիթ Արջուկ Դենի Դարոինք 50գ,Daroink,Other,Բիսկվիթ Արջուկ Դենի Դարոինք 50գ [BRAND] Daroink [CAT] Other
2208,Կոնյակ Երեվան Արարատ 10տ 0 5լ,Unknown,Other,Կոնյակ Երեվան Արարատ 10տ 0 5լ [BRAND] Unknown [CAT] Other
2103,Կետչուպ Արտֆուդ N2 250մլ,Artfood,Food Products,Կետչուպ Արտֆուդ N2 250մլ [BRAND] Artfood [CAT] Food Products
2009,Հյութ COCA-COLA 0 5լ Բալ,Coca-Cola,Beverages,Հյութ COCA-COLA 0 5լ Բալ [BRAND] Coca-Cola [CAT] Beverages
3401,Սեղանի անձեռոցիկ Silk Soft 60 հատ հատ,Silk Soft,Household,Սեղանի անձեռոցիկ Silk Soft 60 հատ հատ [BRAND] Silk Soft [CAT] Household
4803,Անձեռոցիկ Սիլկ Սոֆթ փափուկ 100 հատ,Silk Soft,Household,Անձեռոցիկ Սիլկ Սոֆթ փափուկ 100 հատ [BRAND] Silk Soft [CAT] Household
6404,ՍՊՈՐՏ 2HP BLM Y-1300 WHITE/39,Unknown,Clothing,ՍՊՈՐՏ 2HP BLM Y-1300 WHITE/39 [BRAND] Unknown [CAT] Clothing
3304,Salve ՓԱՅՏԻԿՆԵՐ ԱԿԱՆՋԻ 200Հ,Salve,Other,Salve ՓԱՅՏԻԿՆԵՐ ԱԿԱՆՋԻ 200Հ [BRAND] Salve [CAT] Other
2202,Գազ ըմպելիք Coca cola 330մլ բալ մ/տ,Coca-Cola,Beverages,Գազ ըմպելիք Coca cola 330մլ բալ մ/տ [BRAND] Coca-Cola [CAT] Beverages
6104,դվ ձմեռ զառա մինի,Zara,Other,դվ ձմեռ զառա մինի [BRAND] Zara [CAT] Other
401,Կաթ պաստերացված 3 2 750մլ ապ տ Մարիաննա,Marianna,Food Products,Կաթ պաստերացված 3 2 750մլ ապ տ Մարիաննա [BRAND] Marianna [CAT] Food Products
2202,Կոկա Կոլա Ֆանտա Էկզոտիկ Զերո Սփրայթ Ցիտրուս 0 5լ,Coca-Cola,Beverages,Կոկա Կոլա Ֆանտա Էկզոտիկ Զերո Սփրայթ Ցիտրուս 0 5լ [BRAND] Coca-Cola [CAT] Beverages
56,ԱՐԱՐԱՏ հանքային,Unknown,Other,ԱՐԱՐԱՏ հանքային [BRAND] Unknown [CAT] Other
1806,Սալիկ Միլկա 97գ,Milka,Other,Սալիկ Միլկա 97գ [BRAND] Milka [CAT] Other
1806,Շոկոլադ Թխ միջուկով Միլկա 300գ,Milka,Food Products,Շոկոլադ Թխ միջուկով Միլկա 300գ [BRAND] Milka [CAT] Food Products
6115,Գուլպա կանացի Alex W-5706 սպիտակ 35-38,Alex,Clothing,Գուլպա կանացի Alex W-5706 սպիտակ 35-38 [BRAND] Alex [CAT] Clothing
4819,ՍԻԳԱՐԵՏԻ ԾԱԼՈՎԻ ՍՏՎԱՐԱԹՂԹԵ ԲԼՈԿՆԵՐ ROYAL SLIM - 35280 ՀԱՏ ՕՏԱՐՈՒՄՆ ԱՐԳԵԼՎԱԾ Է ՄԻՆՉև 3 ՏԱՐԻ ԺԱՄԿԵՏՈՎ՝ 08 11 2027 Թ,Royal,Cosmetics,ՍԻԳԱՐԵՏԻ ԾԱԼՈՎԻ ՍՏՎԱՐԱԹՂԹԵ ԲԼՈԿՆԵՐ ROYAL SLIM - 35280 ՀԱՏ ՕՏԱՐՈՒՄՆ ԱՐԳԵԼՎԱԾ Է ՄԻՆՉև 3 ՏԱՐԻ ԺԱՄԿԵՏՈՎ՝ 08 11 2027 Թ [BRAND] Royal [CAT] Cosmetics
403,kat marianna,Marianna,Other,kat marianna [BRAND] Marianna [CAT] Other
6209,ՄԱՆԿԱԿԱՆ ԲԱՃԿՈՆ ՄԻՆՉԵՎ 86 ՍՄ ՀԱՍԱԿՈՎ ՏՂԱՆԵՐԻ ՀԱՄԱՐ ԲԱՄԲԱԿԵ ՄԱՆՎԱԾՔԻՑ 1 ՀԱՏ ZARA,Zara,Clothing,ՄԱՆԿԱԿԱՆ ԲԱՃԿՈՆ ՄԻՆՉԵՎ 86 ՍՄ ՀԱՍԱԿՈՎ ՏՂԱՆԵՐԻ ՀԱՄԱՐ ԲԱՄԲԱԿԵ ՄԱՆՎԱԾՔԻՑ 1 ՀԱՏ ZARA [BRAND] Zara [CAT] Clothing
3306,Ատամի մածուկ Կոլգեյթ 146գր,Colgate,Cosmetics,Ատամի մածուկ Կոլգեյթ 146գր [BRAND] Colgate [CAT] Cosmetics
1704,Մոչիի ասորտի 5 տարբեր համով ROYAL FAMILY 12x600գ,Royal,Other,Մոչիի ասորտի 5 տարբեր համով ROYAL FAMILY 12x600գ [BRAND] Royal [CAT] Other
1601,Կոնֆետ լոխում դարոինք կգ,Daroink,Food Products,Կոնֆետ լոխում դարոինք կգ [BRAND] Daroink [CAT] Food Products
3402,Savex 2 in1 1 2 kg,Savax,Other,Savex 2 in1 1 2 kg [BRAND] Savax [CAT] Other
8207,Գայլիկոն մետաղի N10 FINDER,Finder,Other,Գայլիկոն մետաղի N10 FINDER [BRAND] Finder [CAT] Other
3402,Լվացքի փոշի Savex գունավոր կգ,Savax,Household,Լվացքի փոշի Savex գունավոր կգ [BRAND] Savax [CAT] Household
101,ՊԵՉԵՆԻ ԼՈՎԻՏԱ ՌՈՇԵՆ 150Գ,Roshen,Other,ՊԵՉԵՆԻ ԼՈՎԻՏԱ ՌՈՇԵՆ 150Գ [BRAND] Roshen [CAT] Other
1905,krispi ԿԱՆԱՉ,Unknown,Other,krispi ԿԱՆԱՉ [BRAND] Unknown [CAT] Other
1806,Կոնֆետներ Միմիգո յաշկինո կգ,Yashkino,Food Products,Կոնֆետներ Միմիգո յաշկինո կգ [BRAND] Yashkino [CAT] Food Products
2005,Արտֆուդ բադրջանի խավիար 520գ,Artfood,Food Products,Արտֆուդ բադրջանի խավիար 520գ [BRAND] Artfood [CAT] Food Products
8471,ՀԻՇՈՂ ՍԱՐՔՎԱԾՔ ԿՈՇՏ ՄԱԳՆԻՍԱԿԱՆ ՍԿԱՎԱՌԱԿՆԵՐԻ ՎՐԱ՝ SAMSUNG HD082GJ 80GB,Samsung,Electronics,ՀԻՇՈՂ ՍԱՐՔՎԱԾՔ ԿՈՇՏ ՄԱԳՆԻՍԱԿԱՆ ՍԿԱՎԱՌԱԿՆԵՐԻ ՎՐԱ՝ SAMSUNG HD082GJ 80GB [BRAND] Samsung [CAT] Electronics
6110,Ժիլետ 0101,Gillette,Clothing,Ժիլետ 0101 [BRAND] Gillette [CAT] Clothing
4818,Անձեռոցիկներ Սիլկ Սոֆթ դեկոր 33 33 100հ,Silk Soft,Household,Անձեռոցիկներ Սիլկ Սոֆթ դեկոր 33 33 100հ [BRAND] Silk Soft [CAT] Household
2204,Առմենիա շամպայն սպիտակ կիսաչոր 0 75լ,Unknown,Other,Առմենիա շամպայն սպիտակ կիսաչոր 0 75լ [BRAND] Unknown [CAT] Other
6111,նասկի մանկ ALEX B1901,Alex,Other,նասկի մանկ ALEX B1901 [BRAND] Alex [CAT] Other
3917,Պլ ճռիկ սև սպիտակ 3 6x250 AVG,Unknown,Other,Պլ ճռիկ սև սպիտակ 3 6x250 AVG [BRAND] Unknown [CAT] Other
4015,Ձեռնոց ռետինե Paclan Prof S 407847 7728,Unknown,Auto Parts,Ձեռնոց ռետինե Paclan Prof S 407847 7728 [BRAND] Unknown [CAT] Auto Parts
9619,Պամպերս Պրեմիում 3 6-10կգ,Pampers,Other,Պամպերս Պրեմիում 3 6-10կգ [BRAND] Pampers [CAT] Other
2106,Գինի Արմենիա սպիտակ կիսաքաղցր,Unknown,Beverages,Գինի Արմենիա սպիտակ կիսաքաղցր [BRAND] Unknown [CAT] Beverages
6115,Նասկի Ալեքս տեքստիլ տղ 1հտ,Alex,Clothing,Նասկի Ալեքս տեքստիլ տղ 1հտ [BRAND] Alex [CAT] Clothing
3307,Գարնիեր միներալ գնդ հոտազերծիչ 48ժ 50մլ,Garnier,Cosmetics,Գարնիեր միներալ գնդ հոտազերծիչ 48ժ 50մլ [BRAND] Garnier [CAT] Cosmetics
1806,Շոկոլադե ձվիկ Կինդեր Սրփրայզ 20 գր,Unknown,Food Products,Շոկոլադե ձվիկ Կինդեր Սրփրայզ 20 գր [BRAND] Unknown [CAT] Food Products
2202,Զովացուցիչ ըմպելիք Coca-Cola 1լ -բալ,Coca-Cola,Beverages,Զովացուցիչ ըմպելիք Coca-Cola 1լ -բալ [BRAND] Coca-Cola [CAT] Beverages
9619,Տակդիր Սիլկ-Սոֆտ N3 4-9կգ,Unknown,Household,Տակդիր Սիլկ-Սոֆտ N3 4-9կգ [BRAND] Unknown [CAT] Household
6215,ՏՂԱՆԵՐԻ ԹԻԹԵՌՆԻԿ ՓՈՂԿԱՊԵՐ ՔԻՄԻԱԿԱՆ ԹԵԼԵՐԻՑ ZARA,Zara,Clothing,ՏՂԱՆԵՐԻ ԹԻԹԵՌՆԻԿ ՓՈՂԿԱՊԵՐ ՔԻՄԻԱԿԱՆ ԹԵԼԵՐԻՑ ZARA [BRAND] Zara [CAT] Clothing
1601,Երշիկ գանձասար ռուսական,Ganjasar,Food Products,Երշիկ գանձասար ռուսական [BRAND] Ganjasar [CAT] Food Products
1905,Վաֆլի ՅՎ հալվա Յաշկինո 300գ,Yashkino,Food Products,Վաֆլի ՅՎ հալվա Յաշկինո 300գ [BRAND] Yashkino [CAT] Food Products
1905,Կրուասան շոկոլադային միջուկով Դարոյնք 1044 կգ,Daroink,Food Products,Կրուասան շոկոլադային միջուկով Դարոյնք 1044 կգ [BRAND] Daroink [CAT] Food Products
1905,ԲՌԵՑԵԼ ՅԱՇԿԻՆՈ,Yashkino,Other,ԲՌԵՑԵԼ ՅԱՇԿԻՆՈ [BRAND] Yashkino [CAT] Other
1806,ՇՈԿՈԼԱԴԵ ԱՐՏԱԴՐԱՆՔ MILKA RITTER SPORT-213 ՀԱՏ,Milka,Food Products,ՇՈԿՈԼԱԴԵ ԱՐՏԱԴՐԱՆՔ MILKA RITTER SPORT-213 ՀԱՏ [BRAND] Milka [CAT] Food Products
8708,ԱՌՋԵՎԻ ԱՆՎԱԹԵՎ -1ՀԱՏ ՆԱԽԱՏԵՍՎԱԾ MERCEDES-BENZ ՄԱԿՆԻՇԻ 2019Թ ԼՐԱԿ CLA ԴԱՍԻ ՄԱՐԴԱՏԱՐ Ա/Մ-ՐԻ ՀԱՄԱՐ ԱՐՏԻԿՈւԼ- T1188810400 ԱՌԱՆՑ ՄԱԿՆՇՄԱՆ,Mercedes-Benz,Auto Parts,ԱՌՋԵՎԻ ԱՆՎԱԹԵՎ -1ՀԱՏ ՆԱԽԱՏԵՍՎԱԾ MERCEDES-BENZ ՄԱԿՆԻՇԻ 2019Թ ԼՐԱԿ CLA ԴԱՍԻ ՄԱՐԴԱՏԱՐ Ա/Մ-ՐԻ ՀԱՄԱՐ ԱՐՏԻԿՈւԼ- T1188810400 ԱՌԱՆՑ ՄԱԿՆՇՄԱՆ [BRAND] Mercedes-Benz [CAT] Auto Parts
9619,Պամպերս Sleep Baby N3 80հ-ոց,Pampers,Other,Պամպերս Sleep Baby N3 80հ-ոց [BRAND] Pampers [CAT] Other
2309,Royal canin mini junior puppy 8kg Հատ,Royal,Other,Royal canin mini junior puppy 8kg Հատ [BRAND] Royal [CAT] Other
3005,Salve xonav,Salve,Other,Salve xonav [BRAND] Salve [CAT] Other
2101,Nescafe classic capuchino 18g,Nescafe,Other,Nescafe classic capuchino 18g [BRAND] Nescafe [CAT] Other
8212,սափրվելու սարք Ժիլետ 5հ,Gillette,Cosmetics,սափրվելու սարք Ժիլետ 5հ [BRAND] Gillette [CAT] Cosmetics
8528,ՀԵՌՈՒՍՏԱՑՈՒՅՑ SAMSUNG QE65S95DAUXRU 65 ԴՅՈՒՅՄ ՕՐԳԱՆԱԿԱՆ ԼՈՒՍԱԴԻՈԴԱՅԻՆ ԷԿՐԱՆՈՎ՝ՀԱՄԱԿՑՎԱԾ ՁԱՅՆԻ ԵՎ ՊԱՏԿԵՐԻ ՎԵՐԱՐՏԱԴՐՄԱՆ ՍԱՐՔԱՎՈՐՈՒՄՈՎ S/N 09FC3K1Y200115J_x000D_ 09FC3K1Y200116B_x000D_ 09FC3K1Y200117D_x000D_ 09FC3K1Y200118H_x000D_ 09FC3K1Y200119T_x000D_ 09FC3K1Y200120Y_x000D_ 09FC3K1Y200121E_x000D_ 09FC3K1Y200122W_x000D_ 09FC3K1Y200123Z_x000D_ 09FC3K1Y200124N_x000D_ 09FC3K1Y200125M_x000D_ 09FC3K1Y200126K_x000D_ 09FC3K1Y200127X_x000D_ 09FC3K1Y200128J_x000D_ 09FC3K1Y200129B_x000D_ 09FC3K1Y200130A_x000D_ 09FC3K1Y200131F_x000D_ 09FC3K1Y200132V_x000D_ 09FC3K1Y200133Y_x000D_ 09FC3K1Y200134E_x000D_ 09FC3K1Y200135W_x000D_ 09FC3K1Y200136Z_x000D_ 09FC3K1Y200137N_x000D_ 09FC3K1Y200138M_x000D_ 09FC3K1Y200139K_x000D_ 09FC3K1Y200140P_x000D_ 09FC3K1Y200141R_x000D_ 09FC3K1Y200142L_x000D_ 09FC3K1Y200143A_x000D_ 09FC3K1Y200144F_x000D_ 09FC3K1Y200145V_x000D_ 09FC3K1Y200148W_x000D_ 09FC3K1Y200149Z_x000D_ 09FC3K1Y200150D_x000D_ 09FC3K1Y200151H_x000D_ 09FC3K1Y200155L_x000D_ 09FC3K1Y200156A_x000D_ 09FC3K1Y200160X_x000D_ 09FC3K1Y200161J_x000D_ 09FC3K1Y200162B_x000D_ 09FC3K1Y200163D_x000D_ 09FC3K1Y200164H_x000D_ 09FC3K1Y200165T,Samsung,Electronics,ՀԵՌՈՒՍՏԱՑՈՒՅՑ SAMSUNG QE65S95DAUXRU 65 ԴՅՈՒՅՄ ՕՐԳԱՆԱԿԱՆ ԼՈՒՍԱԴԻՈԴԱՅԻՆ ԷԿՐԱՆՈՎ՝ՀԱՄԱԿՑՎԱԾ ՁԱՅՆԻ ԵՎ ՊԱՏԿԵՐԻ ՎԵՐԱՐՏԱԴՐՄԱՆ ՍԱՐՔԱՎՈՐՈՒՄՈՎ S/N 09FC3K1Y200115J_x000D_ 09FC3K1Y200116B_x000D_ 09FC3K1Y200117D_x000D_ 09FC3K1Y200118H_x000D_ 09FC3K1Y200119T_x000D_ 09FC3K1Y200120Y_x000D_ 09FC3K1Y200121E_x000D_ 09FC3K1Y200122W_x000D_ 09FC3K1Y200123Z_x000D_ 09FC3K1Y200124N_x000D_ 09FC3K1Y200125M_x000D_ 09FC3K1Y200126K_x000D_ 09FC3K1Y200127X_x000D_ 09FC3K1Y200128J_x000D_ 09FC3K1Y200129B_x000D_ 09FC3K1Y200130A_x000D_ 09FC3K1Y200131F_x000D_ 09FC3K1Y200132V_x000D_ 09FC3K1Y200133Y_x000D_ 09FC3K1Y200134E_x000D_ 09FC3K1Y200135W_x000D_ 09FC3K1Y200136Z_x000D_ 09FC3K1Y200137N_x000D_ 09FC3K1Y200138M_x000D_ 09FC3K1Y200139K_x000D_ 09FC3K1Y200140P_x000D_ 09FC3K1Y200141R_x000D_ 09FC3K1Y200142L_x000D_ 09FC3K1Y200143A_x000D_ 09FC3K1Y200144F_x000D_ 09FC3K1Y200145V_x000D_ 09FC3K1Y200148W_x000D_ 09FC3K1Y200149Z_x000D_ 09FC3K1Y200150D_x000D_ 09FC3K1Y200151H_x000D_ 09FC3K1Y200155L_x000D_ 09FC3K1Y200156A_x000D_ 09FC3K1Y200160X_x000D_ 09FC3K1Y200161J_x000D_ 09FC3K1Y200162B_x000D_ 09FC3K1Y200163D_x000D_ 09FC3K1Y200164H_x000D_ 09FC3K1Y200165T [BRAND] Samsung [CAT] Electronics
2208,Կոնյակ ԱՐԱՐԱՏ Բալի համով 0 7լ,Unknown,Other,Կոնյակ ԱՐԱՐԱՏ Բալի համով 0 7լ [BRAND] Unknown [CAT] Other
1006,Բրինձ կլորահատիկ Կանաչ Ֆերմա 400գ,Unknown,Other,Բրինձ կլորահատիկ Կանաչ Ֆերմա 400գ [BRAND] Unknown [CAT] Other
4016,Ա/Մ-Ի ՄԵՏԱՂԱՊԱՐՈՒՆԱԿ ՌԵՏԻՆԵ ՍԱՅԼԵՆՏԲԼՈԿ Mercedes Benz Ml-Class 164 2004-2011 3 ՀԱՏ MERCEDES - A166333091464,Mercedes-Benz,Auto Parts,Ա/Մ-Ի ՄԵՏԱՂԱՊԱՐՈՒՆԱԿ ՌԵՏԻՆԵ ՍԱՅԼԵՆՏԲԼՈԿ Mercedes Benz Ml-Class 164 2004-2011 3 ՀԱՏ MERCEDES - A166333091464 [BRAND] Mercedes-Benz [CAT] Auto Parts
3304,Միանգամյա օգտ ածելի Gillette Blue 3 N 24,Gillette,Cosmetics,Միանգամյա օգտ ածելի Gillette Blue 3 N 24 [BRAND] Gillette [CAT] Cosmetics
4818,Զուգարանի թուղթ Silk Soft 1տ x 32հ x 3շ,Silk Soft,Household,Զուգարանի թուղթ Silk Soft 1տ x 32հ x 3շ [BRAND] Silk Soft [CAT] Household
1806,Կոնֆետ դրաժե Գրանդ Քենդի Պանդա 50գր,Grand Candy,Food Products,Կոնֆետ դրաժե Գրանդ Քենդի Պանդա 50գր [BRAND] Grand Candy [CAT] Food Products
1806,Շոկ չրերի ասորտի ընկուզեղենով Գրանդ Քենդի 390գ,Grand Candy,Other,Շոկ չրերի ասորտի ընկուզեղենով Գրանդ Քենդի 390գ [BRAND] Grand Candy [CAT] Other
2002,Տոմատի մածուկ Արարատ 1 05կգ,Unknown,Other,Տոմատի մածուկ Արարատ 1 05կգ [BRAND] Unknown [CAT] Other
6115,Գուլպա տղ սպորտ հաստ,Unknown,Clothing,Գուլպա տղ սպորտ հաստ [BRAND] Unknown [CAT] Clothing
3925,Ակ սպիտակ տափակ HTS 551,Unknown,Other,Ակ սպիտակ տափակ HTS 551 [BRAND] Unknown [CAT] Other
2202,Ըմպելիք Coca-Cola 1 5լ,Coca-Cola,Beverages,Ըմպելիք Coca-Cola 1 5լ [BRAND] Coca-Cola [CAT] Beverages
8708,MERCEDES-BENZ ՄԱԿՆԻՇԻ W169 ԹԱՓՔՈՎ 2004-2011ԹԹ Ա/Մ-Ի ՋԵՐՄԱՓՈԽԱՆԱԿԻՉԻ ԵՐԵՍՊԱՏՎԱԾՔ - 12 ՀԱՏ ՕԳՏԱԳՈՐԾՎԱԾ ԸՍՏ Փ/Ե 13/291/24 ԱՌ 16 04 2024Թ,Mercedes-Benz,Auto Parts,MERCEDES-BENZ ՄԱԿՆԻՇԻ W169 ԹԱՓՔՈՎ 2004-2011ԹԹ Ա/Մ-Ի ՋԵՐՄԱՓՈԽԱՆԱԿԻՉԻ ԵՐԵՍՊԱՏՎԱԾՔ - 12 ՀԱՏ ՕԳՏԱԳՈՐԾՎԱԾ ԸՍՏ Փ/Ե 13/291/24 ԱՌ 16 04 2024Թ [BRAND] Mercedes-Benz [CAT] Auto Parts
101,VILKA MRAMR VORAKOV 01877,Unknown,Other,VILKA MRAMR VORAKOV 01877 [BRAND] Unknown [CAT] Other
3402,Լվացքի փոշի Savex ավտ 8կգ,Savax,Household,Լվացքի փոշի Savex ավտ 8կգ [BRAND] Savax [CAT] Household
1904,Եգիպտացորենի ձողիկներ Ապաչի դասական 85գր,Apache,Other,Եգիպտացորենի ձողիկներ Ապաչի դասական 85գր [BRAND] Apache [CAT] Other
9619,Տակդիր Պամպերս 5 64հատ,Pampers,Household,Տակդիր Պամպերս 5 64հատ [BRAND] Pampers [CAT] Household
9619,տակդիր Pampers pants 6,Pampers,Household,տակդիր Pampers pants 6 [BRAND] Pampers [CAT] Household
9619,Միջադիր Սիլք Սոֆթ 10 5,Unknown,Other,Միջադիր Սիլք Սոֆթ 10 5 [BRAND] Unknown [CAT] Other
101,ԱՏԱՄԻ ԽՈԶԱՆԱԿ ՔՈԼԳԵՅԹ ՊՐԵՄԻՈՒՄ,Colgate,Other,ԱՏԱՄԻ ԽՈԶԱՆԱԿ ՔՈԼԳԵՅԹ ՊՐԵՄԻՈՒՄ [BRAND] Colgate [CAT] Other
6116,Ձեռնոց Սպիտակ - կապույտ,Unknown,Other,Ձեռնոց Սպիտակ - կապույտ [BRAND] Unknown [CAT] Other
8708,MERSEDESI KATUSHKA W202 210,Unknown,Other,MERSEDESI KATUSHKA W202 210 [BRAND] Unknown [CAT] Other
6115,գուլպա ALEX KF-5507 սև 19-22,Alex,Clothing,գուլպա ALEX KF-5507 սև 19-22 [BRAND] Alex [CAT] Clothing
2208,Արարատ 3 տարի 0 7լ,Unknown,Other,Արարատ 3 տարի 0 7լ [BRAND] Unknown [CAT] Other
3003,КАТЕТЕР ВЕНОЗНЫЙ G-22 с инъекц портом,Unknown,Other,КАТЕТЕР ВЕНОЗНЫЙ G-22 с инъекц портом [BRAND] Unknown [CAT] Other
6114,ԿԱՆԱՑԻ ՏՐԻԿՈՏԱԺԵ ՏՈՊԵՐ ՔԻՄԻԱԿԱՆ ԹԵԼԵՐԻՑ 22 ՀԱՏ ZARA,Zara,Clothing,ԿԱՆԱՑԻ ՏՐԻԿՈՏԱԺԵ ՏՈՊԵՐ ՔԻՄԻԱԿԱՆ ԹԵԼԵՐԻՑ 22 ՀԱՏ ZARA [BRAND] Zara [CAT] Clothing
2204,Գինի նռան քաղցր Արմենիա 0 75լ,Unknown,Beverages,Գինի նռան քաղցր Արմենիա 0 75լ [BRAND] Unknown [CAT] Beverages
1905,Յաշկինո Տարալլինի NF 180գր դասական,Yashkino,Other,Յաշկինո Տարալլինի NF 180գր դասական [BRAND] Yashkino [CAT] Other
3402,Լվացքի Փոշի Սավեքս Գունավոր 2 25կգ,Savax,Household,Լվացքի Փոշի Սավեքս Գունավոր 2 25կգ [BRAND] Savax [CAT] Household
8708,MERCEDES-BENZ ՄԱԿՆԻՇԻ W163 ԹԱՓՔՈՎ 1998-2005թթ Ա/ՄԵՔ -ՐԻ ՀԱՄԱՐ ՆԱԽԱՏԵՍՎԱԾ՝ ՀԵՏևԻ ԹԱՓԱՐԳԵԼ - 1ՀԱՏ HENGMING ԱՊՐԱՆՔԱՆԻՇԻ 163 880 6971 ՍԵՐԻԱԿԱՆ ՀԱՄԱՐԻ,Mercedes-Benz,Auto Parts,MERCEDES-BENZ ՄԱԿՆԻՇԻ W163 ԹԱՓՔՈՎ 1998-2005թթ Ա/ՄԵՔ -ՐԻ ՀԱՄԱՐ ՆԱԽԱՏԵՍՎԱԾ՝ ՀԵՏևԻ ԹԱՓԱՐԳԵԼ - 1ՀԱՏ HENGMING ԱՊՐԱՆՔԱՆԻՇԻ 163 880 6971 ՍԵՐԻԱԿԱՆ ՀԱՄԱՐԻ [BRAND] Mercedes-Benz [CAT] Auto Parts
8536,Mosaic վարդակ 2K 3 2M սպիտակ,Unknown,Other,Mosaic վարդակ 2K 3 2M սպիտակ [BRAND] Unknown [CAT] Other
6115,զուգագուլպա Alex kids star 40den nero 10-12տ,Alex,Clothing,զուգագուլպա Alex kids star 40den nero 10-12տ [BRAND] Alex [CAT] Clothing
8205,FINDER հարթաչափ 100 սմ մա,Finder,Other,FINDER հարթաչափ 100 սմ մա [BRAND] Finder [CAT] Other
101,ԼԱՄՊ ԼԵԴ 7Վ ԽՈՐՈԶ ՍՊԻՏԱԿ,Unknown,Other,ԼԱՄՊ ԼԵԴ 7Վ ԽՈՐՈԶ ՍՊԻՏԱԿ [BRAND] Unknown [CAT] Other
406,Մարիաննա Հալած Պանիր 80գր,Marianna,Food Products,Մարիաննա Հալած Պանիր 80գր [BRAND] Marianna [CAT] Food Products
8413,ՋՐԻ ՊՈՄՊ ԿԵՆՏՐՈՆԱԽՈՒՅՍ՝ ՄԻԱՍՏԻՃԱՆ SPERONI CM 35 S/CAVO,Unknown,Auto Parts,ՋՐԻ ՊՈՄՊ ԿԵՆՏՐՈՆԱԽՈՒՅՍ՝ ՄԻԱՍՏԻՃԱՆ SPERONI CM 35 S/CAVO [BRAND] Unknown [CAT] Auto Parts
2205,Սավեքս 2 25կ գ,Savax,Other,Սավեքս 2 25կ գ [BRAND] Savax [CAT] Other
2204,ԳԻՆԻ 0 75Լ ԿԱՐՄԻՐ ԱՆԱՊԱԿ ԱՐՄԵՆԻԱ ՀՈԲԵԼՅԱՆԱԿԱՆ,Unknown,Beverages,ԳԻՆԻ 0 75Լ ԿԱՐՄԻՐ ԱՆԱՊԱԿ ԱՐՄԵՆԻԱ ՀՈԲԵԼՅԱՆԱԿԱՆ [BRAND] Unknown [CAT] Beverages
3304,Կրեմ դեմքի Նիվեա Սոֆթ 75մլ,Nivea,Cosmetics,Կրեմ դեմքի Նիվեա Սոֆթ 75մլ [BRAND] Nivea [CAT] Cosmetics
1806,Շոկ Դրաժե Սալյուտ Գրանդ Քենդի 100գր 1806,Grand Candy,Other,Շոկ Դրաժե Սալյուտ Գրանդ Քենդի 100գր 1806 [BRAND] Grand Candy [CAT] Other
4818,Անձեռոցիկ խոնավ Սիլկ Սոֆտ 60 հատ,Unknown,Household,Անձեռոցիկ խոնավ Սիլկ Սոֆտ 60 հատ [BRAND] Unknown [CAT] Household
2105,Պաղպաղակ Գրանդ Քենդի-Բաժակ 55գ,Grand Candy,Food Products,Պաղպաղակ Գրանդ Քենդի-Բաժակ 55գ [BRAND] Grand Candy [CAT] Food Products
